schema|uuid|id|hierarchylevel|title|datasetcreationdate|abstract|keyword|geobox|constraints|securityconstraints|legalconstraints|temporalextent|image|responsibleparty|link|metadatacreationdate|productinformation|parentid
iso19139|a26e57bc-15bd-46db-8504-6c6ed1e7c501|153|dataset|Grus og pukk||Grus- og Pukkdatabasen ved NGU inneholder opplysninger om de aller fleste grus- og pukkforekomster og uttakssteder i Norge for utnyttelse som råstoff for bygge- og anleggsvirksomhet. Databasen gir også informasjon om arealbruk, volum, kvalitet og hvor viktige ressursene er som råstoff til byggetekniske formål.|Mineral resources,Inspire,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,dataNorgeNo,modellbaserteVegprosjekter,fellesDatakatalog,Geologi,Norge,Byggeråstoffer, Geologi, Grus, Løsmasse, Pukk, Ressurs, Sand, Steinindustri,National|-1.90,40.40,57.00,71.80|Bruksbegrensninger Anbefalt bruksmålestokk er 1:50.000. Der ØK var tilgjengelig ble imidlertid dataene etablert i 1:20.000-1:5000. ,Anbefalt bruksmålestokk er 1:50.000. Der ØK var tilgjengelig ble imidlertid dataene etablert i 1:20.000-1:5000.Recommended useage scale is 1: 50,000.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|http://editor.geonorge.no/thumbnails/a26e57bc-15bd-46db-8504-6c6ed1e7c501_20150930132427_mini_faktaark_grusPukk.JPG,http://editor.geonorge.no/thumbnails/a26e57bc-15bd-46db-8504-6c6ed1e7c501_20150930132427_faktaark_grusPukk.JPG|Norges geologiske undersøkelsewmsdrift@ngu.no,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no|https://nedlasting.ngu.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktark/norges-geologiske-undersøkelse/grus-og-pukkProduktark,http://www.ngu.no/sites/default/files/6_2016fokus_bygger%C3%A5stoff_screen.pdfProduktside,https://register.geonorge.no/register/versjoner/produktspesifikasjoner/norges-geologiske-undersokelse/grus-og-pukkProduktspesifikasjon,https://register.geonorge.no/register/versjoner/tegneregler/norges-geologiske-undersøkelse/grus-og-pukkTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ngu_grusogpukkdekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ngu_grusogpukkdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|a02e84ec-322c-47a7-a626-ca02d57d1f7e|326|dataset|Reindrift - Oppsamlingsområde||Datasettet oppsamlingsområde viser områder som har kvaliteter (godt beite, oversiktlig, naturlig avgrensning etc.) som gjør det enklere for reineiere å kunne utøve kontroll over flokken i et ønsket tidsrom. Oppsamlingsområder benyttes når reinen samles for å foreta kalvemerking, skilling, slakting eller flytting. Datasettet viser dagens arealbruk og er å regne som veiledende illustrasjon på hvordan reindriftsnæringen i hovedsak og normalt bruker områdene.|Land use,geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Norges hovedland, innenfor de samiske reinbeiteområdene, samt reindrift etter særskilt tillatelse.,Oppsamlingsområde,rein,reindrift,Samisk reindrift,National|4.39,31.11,60.23,71.11||Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=a02e84ec-322c-47a7-a626-ca02d57d1f7e&access=public&fname=oppsamlingsomrade_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=a02e84ec-322c-47a7-a626-ca02d57d1f7e&access=public&fname=oppsamlingsomrade.png|Håvard  HagenReindriftsforvaltningen78457020Reindriftsforvaltningen Postboks 1104AltaFinnmark9504Norgehavard.hagen@reindrift.no,Ingvild NystuenLandbruksdirektoratetgisdrift@nibio.no,Christina SoggeLandbruksdirektoratetgisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/landbruksdirektoratet/reindrift-oppsamlingsomradeProduktspesifikasjon,https://register.geonorge.no/produktark/reindrift-oppsamlingsomradeProduktark,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskartProduktside,https://register.geonorge.no/tegneregler/reindrift-oppsamlingsomradeTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ldir_reindrift_oppsamlingsomrdekningsoversikt,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskarthjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:ldir_reindrift_oppsamlingsomrdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|95b0d396-a6fe-462b-8753-120efd0b60f3|420|dataset|Reindrift - Trekklei||Datasettet trekklei viser viktige naturlige trekk mellom ulike beiteområder og forbi passasjer, der reinen trekker av seg selv, enten enkeltvis eller i flokk.Datasettet viser dagens arealbruk og er å regne som veiledende illustrasjon på hvordan reindriftsnæringen i hovedsak og normalt bruker områdene.|Land use,geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Norges hovedland, innenfor de samiske reinbeiteområdene, samt reindrift etter særskilt tillatelse.,Trekklei,reindrift,rein|4.39,31.11,60.23,71.11||Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=95b0d396-a6fe-462b-8753-120efd0b60f3&access=public&fname=trekklei_s.png|Håvard  HagenReindriftsforvaltningen78457020Reindriftsforvaltningen Postboks 1104AltaFinnmark9504Norgehavard.hagen@reindrift.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no,Håvard Alexander HagenLandbruksdirektoratetreindriftskart@landbruksdirektoratet.no,Christina SoggeLandbruksdirektoratetgisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/landbruksdirektoratet/reindrift-trekkleiProduktspesifikasjon,https://register.geonorge.no/produktark/reindrift-trekkleiProduktark,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskartProduktside,https://register.geonorge.no/tegneregler/reindrift-trekkleiTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ldir_trekkleidekningsoversikt,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskarthjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:ldir_trekkleidekningsoversikt rutenett,dekningsoversikt celle|
iso19139|9db56b4f-474a-4e79-bd87-a2f0e4e4728e|69562|dataset|Marine landskap||Datasettet viser en inndeling av havområdene i ulike marine landskap, definert som større geografiske områder med enhetlig visuelt preg. Marin landskapskartlegging går ut på å beskrive de store trekkene i topografien på havbunnen. Klassifiseringen som er gjort her, bygger på Naturtyper i Norge. Klassifiseringen er basert på batymetri med 50 meters oppløsning.|Sea regions,Inspire,Norge digitalt,geodataloven,Mareano,MarineGrunnkart,modellbaserteVegprosjekter,fellesDatakatalog,Natur,Landskap,Norge,Barentshavet,Norskehavet,Nordsjøen,Grønlandshavet,hav,havbunn,marin,sjøbunn,natur,strandflate,kontinentalskråning,terrengform,terreng,marin dal,fjord,dyphavsslette,kontinentalsokkelslette,grunnmarin dal,marint fjell-landskap,øy- og sundlandskap,landskap,Marint gjel,Nedskåret fjord,MarinLandskapsgrense,MarinLandskap,landskapType,NGU,MAREANO,NiN,Naturtyper i Norge,National|-14.00,50.00,56.00,84.50|Bruksbegrensninger Detaljnivået på datasettet tilsier bruk innenfor  kartmålestokken: 1:500.000 - 1:3000.000 ,Detaljnivået på datasettet tilsier bruk innenfor kartmålestokken: 1:500.000 - 1:3000.000The level of detail in the data set indicates use within the map scale: 1: 500,000 to 1: 3000,000|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=9db56b4f-474a-4e79-bd87-a2f0e4e4728e&access=public&fname=marinlandskap_s1_s.png,https://editor.geonorge.no/thumbnails/9db56b4f-474a-4e79-bd87-a2f0e4e4728e_20220111190118_MarineLandskap_ill.PNG|Aave LeplandNorges geologiske undersøkelseDataadministrator, Maringeologi, NGU4773904000Leiv Eirikssons vei 39TrondheimAave.Lepland@ngu.nohttp://www.mareano.no/kart?language=no&bbox=185070.4,7430500.0,1117970.6,8068060.0&KARTLAG_ID=293,421,22,350,14,97,282,473,351,35,37,96,36,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no|https://geo.ngu.no/download/order?dataset=705|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/norges-geologiske-undersøkelse/marine-landskapProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norges-geologiske-undersøkelse/marine-landskapProduktark,http://www.ngu.no/emne/marine-landskapProduktside,https://register.geonorge.no/register/versjoner/tegneregler/norges-geologiske-undersøkelse/marine-landskapTegnforklaring,https://editor.geonorge.no/thumbnails/9db56b4f-474a-4e79-bd87-a2f0e4e4728e_20220111190118_MarineLandskap_ill.PNGdekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|a5c76d05-33bd-4a1d-b28b-81575092e468|298|dataset|Berggrunn N50||NGUs berggrunnsdata viser utbredelsen av bergarter og bergartsstrukturer på jordens overflate. Kartdataene i Berggrunn N50 er hovedsakelig basert på den trykte berggrunnsgeologiske kartserien i målestokk 1:50.000, men inkluderer også kart i samme målestokktall fra prosjektdefinerte områder.|Geology,Inspire,Norge digitalt,geodataloven,ØkologiskGrunnkart,modellbaserteVegprosjekter,fellesDatakatalog,Geologi,Bergart,Berggrunn,Naturforvaltning,Stein,Sur nedbør,Bakgrunnsstråling,Radioaktivitet,forkastning,sprekk,hovedbergart,bergartsstruktur,National|4.50,31.20,57.90,71.20|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://editor.geonorge.no/thumbnails/a5c76d05-33bd-4a1d-b28b-81575092e468_20200813110950_berggrunnN50.png,https://editor.geonorge.no/thumbnails/a5c76d05-33bd-4a1d-b28b-81575092e468_20200813110950_mini_berggrunnN50.png,https://editor.geonorge.no/thumbnails/a5c76d05-33bd-4a1d-b28b-81575092e468_20200813110950_medium_berggrunnN50.png|Bobo NordahlNorges geologiske undersøkelseDatateknisk kontakt+4773904143+4773921620Leiv Eirikssons vei 39Trondheim7491noBo.Nordahl@ngu.no,Norges geologiske undersøkelsemetadataansvarlig@ngu.no|https://nedlasting.ngu.no/api/capabilities/|2024-02-12|http://www.ngu.no/upload/Aktuelt/Produktark_BerggrunnN50_NGU.pdfProduktark,http://www.ngu.no/no/hm/Kart-og-data/Berggrunn/Produktside,https://register.geonorge.no/register/versjoner/produktspesifikasjoner/norges-geologiske-undersokelse/berggrunnProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norges-geologiske-undersøkelse/berggrunnn50Produktark,http://www.ngu.no/emne/berggrunnProduktside,https://register.geonorge.no/tegneregler/berggrunnTegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|a6368bed-4896-41d3-92aa-cc2b4261adc3|21221|dataset|Kulturlandskap - verdifulle||Datasettet består av verdifulle kulturlandskap med registrerte biologiske verdier og/eller kulturminneverdier. Biologiske verdier kan være naturtyper, som f.eks. artsrike slåtteenger eller kystlynghei. Kulturhistoriske verdier kan være f.eks. hus, steinmurer og gravrøyser. Enkeltlokaliteter av kulturbetingete naturtyper er i stor grad rekartlagt etter 2005 og lagt inn i datasettet Naturtyper - DN-håndbok 13.Datasettet har historikk tilbake til tidlig 1990-tall og prosjektet Nasjonal registrering av verdifulle kulturlandskap. Førstegangs registrering pågikk i 1992-1994. Supplerende registreringer og oppdateringer er gjennomført av fylkesmennene, i varierende omfang.Registreringene ble utført både med tanke på å dokumentere verdier og å danne grunnlag for prioritering av offentlig innsats for å stimulere til og støtte ulike forvaltningstiltak for å ivareta verdiene.|geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,ØkologiskGrunnkart,modellbaserteVegprosjekter,fellesDatakatalog,Natur,Norges fastland,kulturlandskap,biologiske og kulturhistoriske verdier,prioriterte kulturlandskapsområder,nasjonal registrering,National|2.00,33.00,57.00,72.00||Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD) 2.0,Norsk lisens for offentlige data (NLOD) 2.0,Andre restriksjoner Som referanse til kartet  oppgis  Miljødirektoratet. ,Som referanse til kartet oppgis Miljødirektoratet.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=a6368bed-4896-41d3-92aa-cc2b4261adc3&access=public&fname=kulturlandskap_dn_s.png|Miljødirektoratetwms@miljodir.no,MiljødataseksjonenMiljødirektoratetwms@miljodir.no|http://karteksport.miljodirektoratet.no|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/miljodirektoratet/verdifulle-kulturlandskapProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/miljodirektoratet/kulturlandskap-verdifulleProduktark,https://kartkatalog.miljodirektoratet.no/Dataset/Details/40Produktside,https://register.geonorge.no/register/versjoner/tegneregler/miljodirektoratet/verdifulle-kulturlandskapTegnforklaring,https://register.geonorge.no/register/det-offentlige-kartgrunnlaget/dekning?fylke=&dataset=a6368bed-4896-41d3-92aa-cc2b4261adc3dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|c6cd5ab4-6392-45b7-9d25-414821ebebb1|75822|dataset|Landskap - Landskapsregion||Landsdekkende datasett som viser en inndeling av landet i 45 landskapsregioner basert på store likhetstrekk i landskapet. Hver region har sin særegne karakter. Egenskap som skal brukes for å fremstille kartlaget heter RSL_LREG. Geografisk objekt er landbruksregion. Areal i kvadratmeter er oppført i egenskap AREALET.|Land cover,Åpne data,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landskap,Norge fastland,Landskap,Jordbruksregioner,Landskapsregioner,Underregion|2,33,57,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen restriksjoner ,Ingen restriksjoner|0001-01-01now|http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=c6cd5ab4-6392-45b7-9d25-414821ebebb1&fname=landskapsregion_s.png,http://www.geonorge.no:80/geonetwork/srv/eng/resources.get?uuid=c6cd5ab4-6392-45b7-9d25-414821ebebb1&fname=landskapsregion.png|Ingvild NystuenNorsk institutt for bioøkonomiSeksjonsleder64 94 80 0064 94 80 01Raveien 9ÅsAkersjusPostboks 115, 1430 ÅsNorgegisdrift@skogoglandskap.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2024-02-12|http://www.skogoglandskap.no/seksjoner/nedlastingsinformasjonNedlastingsinformasjon,http://www.skogoglandskap.no/kart/landskapskartTemasider,https://nibio.no/tema/landskap/landskapskart/nasjonalt-referansesystem-for-landskap/landskapsregioner?Produktside,Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norsk-institutt-for-biookonomi/landskapProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norsk-institutt-for-biookonomi/landskapTegnforklaring,dekningsoversikt,https://nibio.no/tema/landskap/landskapskart/nasjonalt-referansesystem-for-landskap?hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|d5d1e2d4-7dc0-47ce-8776-ff64b07d788e|390|dataset|Reindrift - Årstidsbeite - Sommerbeite||Sommerbeite er ett av fem datasett som til sammen beskriver reindriftens årstidsbeiter. Sommerbeite beskriver områder som reinen bruker på sommeren, og det skilles mellom høysommerland og lavereliggende sommerland.Høyereliggende områder og luftingsområder er områder hvor reinen oppholder seg i varme perioder om sommeren for å dekke sitt behov for beite, ro, avkjøling og minske insektsplagen. Reinen finner som regel slike områder høyere til fjells, og derfor kalles dette ofte høysommerland. I vær- og vindeksponerte kystområder kan områder med høysommerland-funksjon også være i lavereliggende terreng. Lavereliggende sommerland er områder i tilknytning til høysommerland. I sommerperioden er reinen var for temperatursvingninger og insektsplage, på grunn av at den røyter de gamle hårene og skal danne nytt hårlag. Reinen har derfor behov for å kunne bevege seg mellom høyereliggende og lavereliggende områder, for å finne ro til å beite. Reindrift er en nomadisk næring med en syklisk veksling mellom beiter tilpasset reinens krav i den enkelte årstid. Et reindriftsår er inndelt i fem ulike årstider med tilhørende årstidsbeiter. Årlige variasjonene iblant annet vær- og beiteforhold gjør at bruken av årstidsbeitene vil variere i både tid og utstrekning fra år til år.|Land use,geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Norges hovedland, innenfor de samiske reinbeiteområdene, samt reindrift etter særskilt tillatelse.,Sommerbeite,rein,Reindrift,Årstidsbeite,Samisk reindrift,National|4.39,31.11,60.23,71.11||Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=d5d1e2d4-7dc0-47ce-8776-ff64b07d788e&access=public&fname=sommerbeite_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=d5d1e2d4-7dc0-47ce-8776-ff64b07d788e&access=public&fname=sommerbeite.png|Håvard  HagenReindriftsforvaltningen78457020Reindriftsforvaltningen Postboks 1104AltaFinnmark9504Norgehavard.hagen@reindrift.no,Ingvild NystuenNorsk institutt for bioøkonomigisdrift@nibio.no,Håvard Alexander HagenLandbruksdirektoratetreindriftskart@landbruksdirektoratet.no,Christina SoggeLandbruksdirektoratetgisdrift@nibio.no|https://kart8.nibio.no/api/capabilities/|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/reindrift-sommerbeiteProduktspesifikasjon,https://register.geonorge.no/produktark/reindrift-årstidsbeite-sommerbeiteProduktark,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskartProduktside,https://register.geonorge.no/tegneregler/reindrift-arstidsbeite-sommerbeiteTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ldir_sommerbeitedekningsoversikt,https://www.landbruksdirektoratet.no/nb/reindrift/reindriftens-arealbrukskarthjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:ldir_sommerbeitedekningsoversikt rutenett,dekningsoversikt celle|
iso19139|d776ff93-104d-4aa5-a8d9-276df01eb51c|21213|dataset|Naturtyper - DN-håndbok 13||Datasettet viser naturtypelokaliteter på land og i ferskvann, kartlagt etter DN-håndbok 13. Den enkelte lokalitet er registrert med en naturtype, som kan være registrert mer detaljert i form av utforminger. Hver naturtype er beskrevet i DN-håndbok 13, med utgangspunkt i gjeldende beskrivelse av den eller de truede vegetasjonstypene som vanligvis vil inngå. Rødlistede naturtyper fra 2011 er lagt inn som naturtype eller utforming med samme betegnelse som er brukt i rødlista. Hver registrert lokalitet er gitt en naturfaglig verdi, basert på tilstand og naturmangfold. Lokalitetene har en mer eller mindre omfattende områdebeskrivelse. Presisjon i avgrensing er varierende, noe som også følger av at krav til presisjon har endret seg i årenes løp. Generelt vil nyere data være mer presist avgrenset enn eldre data, men datasettet inneholder også eldre data med god presisjon.|Habitats and biotopes,Inspire,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,ØkologiskGrunnkart,modellbaserteVegprosjekter,fellesDatakatalog,Natur,Norges fastland,Biologisk mangfold,naturtyper,Fellesegenskaper_Naturtype,BmNaturtype,BmNaturtypeGrense,BmNaturtypeTillegg,faktaark,omradenavn,registreringsdato,bmHevdstatus,bmUtvalgtNaturtype,bmVerdi,forvaltningsavtale,forvaltningsavtaleInngått,forvaltningsavtaleUtløper,forvaltningsplan,linkForskriftUtvalgtNaturtype,naturtype,naturtypeUtforming,bmAndel,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD) 2.0,Norsk lisens for offentlige data (NLOD) 2.0,Andre restriksjoner Som referanse til kartet  oppgis  Miljødirektoratet. ,Som referanse til kartet oppgis Miljødirektoratet.|0001-01-01now|https://editor.geonorge.no/thumbnails/d776ff93-104d-4aa5-a8d9-276df01eb51c_20201110131028_HB13.PNG,https://editor.geonorge.no/thumbnails/d776ff93-104d-4aa5-a8d9-276df01eb51c_20201110131028_mini_HB13.PNG,https://editor.geonorge.no/thumbnails/d776ff93-104d-4aa5-a8d9-276df01eb51c_20201110131028_medium_HB13.PNG|Miljødirektoratetwms@miljodir.no,MiljødataseksjonenMiljødirektoratetwms@miljodir.no|https://api-management-miljodata-dev.azure-api.net/geonorge/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/miljodirektoratet/naturtyper-dn-håndbok-13Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/miljodirektoratet/naturtyper-dn-handbok-13Produktark,https://kartkatalog.miljodirektoratet.no/Dataset/Details/10Produktside,https://register.geonorge.no/register/versjoner/tegneregler/miljodirektoratet/naturtyper-hb13Tegnforklaring,https://register.geonorge.no/register/det-offentlige-kartgrunnlaget/dekning?fylke=&dataset=d776ff93-104d-4aa5-a8d9-276df01eb51cdekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|e08ad2cb-3262-4a78-bc58-2f3b5c5ccfd2|21217|dataset|Friluftslivsområder - statlig sikra||Datasettet viser områder som er sikra for allmenne friluftslivsformål ved statlig hjelp. Dette innebærer at staten Miljødirektoratet har skaffet seg råderett over arealet. Råderetten kan ha form av at området er kjøpt av staten, ved at området omfattes av en langsiktig avtale om bruksrett (servituttavtale) eller ved at staten sitter med en tinglyst erklæring om bruk til friluftslivsformål.|Land use,beredskapsbase,Inspire,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,modellbaserteVegprosjekter,fellesDatakatalog,Friluftsliv,friluftlivsområder,statlig sikra,friluftsområder,friluftliv,SikraFriluftslivsområde,forvaltningsplan,skjærgårdspark,friluftlivsområder,statlig sikra,friluftslivsformål,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD) 2.0,Norsk lisens for offentlige data (NLOD) 2.0,Andre restriksjoner Som kilde til kartet  oppgis  Miljødirektoratet. ,Som kilde til kartet oppgis Miljødirektoratet.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=e08ad2cb-3262-4a78-bc58-2f3b5c5ccfd2&access=public&fname=s_s_friluftsomr__dn_s.png|Miljødirektoratetwms@dirnat.no,Seksjon for miljødata og geoinformasjonMiljødirektoratetwms@dirnat.no|https://api-management-miljodata-dev.azure-api.net/geonorge/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/miljodirektoratet/statlig-sikra-friluftslivsomraderProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/miljodirektoratet/statlig-sikra-friluftslivsomraderProduktark,http://kartkatalog.miljodirektoratet.no/map_catalog_dataset.asp?datasetid=30Produktside,https://register.geonorge.no/register/versjoner/tegneregler/miljodirektoratet/statlig-sikra-friluftsomraderTegnforklaring,dekningsoversikt,https://www.miljodirektoratet.no/ansvarsomrader/friluftsliv/statlig-sikrede-friluftslivsomrader/hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
